,ID,empatica_bvp,empatica_eda,empatica_temp,samsung_bvp,CL
60,0,72.985000,0.476483,35.000000,2090595.000000,1
61,0,-124.386667,0.477764,34.990000,2091937.000000,1
62,0,14.943333,0.476483,34.990000,2099544.000000,1
63,0,-27.233333,0.477764,34.970000,2114913.000000,1
64,0,19.703333,0.479045,34.970000,2112763.000000,1
65,0,55.535000,0.482887,34.990000,2101912.000000,1
66,0,75.930000,0.481606,34.990000,2097552.000000,1
67,0,-48.765000,0.484168,34.990000,2096841.000000,1
68,0,62.903333,0.485449,34.990000,2095205.000000,1
69,0,6.210000,0.484168,34.990000,2064322.000000,1
70,0,17.006667,0.484168,34.990000,2077601.000000,1
71,0,-3.425000,0.480326,34.990000,2083320.000000,1
72,0,69.410000,0.484168,34.990000,2086740.000000,1
73,0,-15.995000,0.481606,34.990000,2100988.000000,1
74,0,-33.940000,0.482887,35.000000,2095941.000000,1
75,0,20.440000,0.482887,35.000000,2064576.000000,1
76,0,-36.155000,0.479045,35.000000,2057120.000000,1
77,0,36.423333,0.479045,34.990000,2074706.000000,1
78,0,1.675000,0.484168,34.990000,2080418.000000,1
79,0,-4.015000,0.480326,34.970000,2048658.000000,1
80,0,-47.735000,0.476483,34.990000,2039256.000000,1
81,0,55.130000,0.480326,34.990000,2037612.000000,1
82,0,27.985000,0.476483,34.990000,2041200.000000,1
83,0,-130.496667,0.480326,35.000000,2052621.000000,1
84,0,-77.360000,0.482887,35.000000,2047979.000000,1
85,0,-49.440000,0.481606,34.970000,2042578.000000,1
86,0,81.650000,0.481606,34.970000,2029180.000000,1
87,0,106.966667,0.484168,34.990000,2042335.000000,1
88,0,-99.960000,0.486730,34.990000,2043211.000000,1
89,0,16.395000,0.488011,34.970000,2024013.000000,1
90,0,-33.150000,0.485449,34.970000,2012150.000000,1
91,0,40.900000,0.482887,34.990000,2035520.000000,1
92,0,-17.935000,0.485449,34.990000,2058347.000000,1
93,0,21.036667,0.484168,34.990000,2060444.000000,1
94,0,29.890000,0.482887,34.990000,2042908.000000,1
95,0,-43.785000,0.481606,34.970000,2015448.000000,1
96,0,16.883333,0.480326,34.970000,2020574.000000,1
97,0,25.380000,0.479045,34.970000,2019778.000000,1
98,0,30.270000,0.475202,34.970000,2019056.000000,1
99,0,-69.265000,0.475202,34.970000,1998056.000000,1
100,0,34.055000,0.475202,34.970000,2003288.000000,1
101,0,-1.366667,0.472640,34.970000,2005891.000000,1
102,0,19.526667,0.471360,34.970000,2000767.000000,1
103,0,-16.885000,0.473921,34.970000,2005694.000000,1
104,0,-63.573333,0.464955,34.990000,1977918.000000,1
105,0,49.106667,0.464955,34.970000,1975925.000000,1
106,0,-30.800000,0.470079,34.970000,2003637.000000,1
107,0,-37.113333,0.471360,34.970000,2014939.000000,1
108,0,4.680000,0.468798,34.970000,2025691.000000,1
109,0,47.743333,0.468798,34.970000,2037954.000000,1
110,0,-15.915000,0.464955,34.950000,2050010.000000,1
111,0,1.573333,0.462393,34.950000,2076975.000000,1
112,0,16.500000,0.459832,34.950000,2086251.000000,1
113,0,-24.685000,0.458551,34.950000,2085984.000000,1
114,0,7.040000,0.450866,34.950000,2071787.000000,1
115,0,-1.855000,0.454708,34.970000,2067464.000000,1
116,0,31.275000,0.454708,34.970000,2073230.000000,1
117,0,0.796667,0.454708,34.970000,2083801.000000,1
118,0,-4.810000,0.458551,34.970000,2094943.000000,1
119,0,0.150000,0.450866,34.950000,2104498.000000,1
120,0,57.150000,0.452147,34.930000,2118631.000000,1
121,0,37.330000,0.454708,34.930000,2123760.000000,1
122,0,56.280000,0.453427,34.970000,2129810.000000,1
123,0,33.396667,0.453427,34.970000,2135269.000000,1
124,0,-51.500000,0.449585,34.970000,2134426.000000,1
125,0,39.890000,0.452147,34.970000,2135815.000000,1
126,0,-147.305000,0.459832,34.950000,2145273.000000,1
127,0,8.715000,0.461113,34.950000,2152795.000000,1
128,0,-1.420000,0.459832,34.930000,2153587.000000,1
129,0,-34.395000,0.458551,34.930000,2150342.000000,1
130,0,31.055000,0.459832,34.930000,2140021.000000,1
131,0,65.865000,0.455989,34.930000,2144223.000000,1
132,0,-77.765000,0.458551,34.950000,2144931.000000,1
133,0,20.040000,0.453427,34.950000,2145659.000000,1
134,0,17.666667,0.458551,34.950000,2141384.000000,1
135,0,9.960000,0.450866,34.930000,2114484.000000,1
136,0,-28.395000,0.454708,34.930000,2090226.000000,1
137,0,-29.276667,0.454708,34.950000,2110528.000000,1
138,0,52.465000,0.454708,34.950000,2120750.000000,1
139,0,-9.525000,0.457270,34.930000,2122879.000000,1
140,0,25.946667,0.455989,34.930000,2075179.000000,1
141,0,31.120000,0.454708,34.930000,2083006.000000,1
142,0,38.755000,0.450866,34.910000,2077802.000000,1
143,0,53.370000,0.450866,34.930000,2085749.000000,1
144,0,-88.653333,0.452147,34.930000,2091299.000000,1
145,0,-31.880000,0.448304,34.910000,2092301.000000,1
146,0,48.885000,0.447023,34.910000,2097562.000000,1
147,0,-23.305000,0.448304,34.910000,2063777.000000,1
148,0,16.680000,0.447023,34.930000,2069066.000000,1
149,0,12.495000,0.448304,34.930000,2078267.000000,1
150,0,25.906667,0.443180,34.910000,2085850.000000,1
151,0,-7.426667,0.443180,34.890000,2051157.000000,1
152,0,22.153333,0.444461,34.890000,2086644.000000,1
153,0,57.885000,0.440619,34.890000,2088944.000000,1
154,0,-28.416667,0.435495,34.910000,2101423.000000,1
155,0,9.765000,0.440619,34.910000,2106315.000000,1
156,0,-42.820000,0.436776,34.910000,2086080.000000,1
157,0,27.180000,0.435495,34.910000,2073410.000000,1
158,0,-57.480000,0.438057,34.910000,2090394.000000,1
159,0,50.063333,0.438057,34.910000,2094941.000000,1
160,0,23.620000,0.435495,34.910000,2099193.000000,1
161,0,-46.040000,0.434214,34.890000,2086702.000000,1
162,0,33.326667,0.434214,34.890000,2081750.000000,1
163,0,5.113333,0.434214,34.890000,2089280.000000,1
164,0,-35.190000,0.436776,34.890000,2090048.000000,1
165,0,-49.986667,0.434214,34.870000,2114516.000000,1
166,0,33.910000,0.430372,34.870000,2122117.000000,1
167,0,32.363333,0.435495,34.870000,2129690.000000,1
168,0,87.075000,0.432933,34.870000,2133659.000000,1
169,0,-53.953333,0.434214,34.870000,2136572.000000,1
170,0,9.680000,0.434214,34.870000,2140358.000000,1
171,0,19.330000,0.432933,34.870000,2128043.000000,1
172,0,-49.246667,0.432933,34.870000,2127854.000000,1
173,0,18.425000,0.431653,34.840000,2134152.000000,1
174,0,28.755000,0.426529,34.840000,2136540.000000,1
175,0,75.935000,0.427810,34.840000,2124749.000000,1
176,0,-141.730000,0.422687,34.840000,2120250.000000,1
177,0,24.240000,0.421406,34.840000,2123221.000000,1
178,0,32.623333,0.421406,34.840000,2113006.000000,1
179,0,22.935000,0.422687,34.830000,2112723.000000,1
180,0,-46.945000,0.421406,34.830000,2104820.000000,1
181,0,-190.600000,0.420125,34.840000,2097265.000000,1
182,0,33.240000,0.420125,34.840000,2095455.000000,1
183,0,-73.135000,0.425248,34.840000,2095381.000000,1
184,0,37.795000,0.422687,34.840000,2077399.000000,1
185,0,-5.513333,0.421406,34.840000,2080044.000000,1
186,0,-48.576667,0.418844,34.840000,2073713.000000,1
187,0,11.030000,0.422687,34.840000,2077259.000000,1
188,0,19.050000,0.418844,34.830000,2075810.000000,1
189,0,-234.195000,0.415001,34.810000,2073892.000000,1
190,0,-16.095000,0.417563,34.830000,2072265.000000,1
191,0,25.250000,0.413720,34.830000,2076246.000000,1
192,0,34.430000,0.412440,34.810000,2070491.000000,1
193,0,16.540000,0.415001,34.810000,2055591.000000,1
194,0,-21.995000,0.413720,34.830000,2057872.000000,1
195,0,38.015000,0.415001,34.830000,2071041.000000,1
196,0,6.450000,0.409878,34.830000,2074559.000000,1
197,0,31.410000,0.412440,34.830000,2068961.000000,1
198,0,1.993333,0.408597,34.830000,2069869.000000,1
199,0,-0.205000,0.406035,34.810000,2086838.000000,1
200,0,-54.825000,0.408597,34.810000,2090526.000000,1
201,0,-46.925000,0.408597,34.810000,2075539.000000,1
202,0,19.720000,0.408597,34.810000,2078838.000000,1
203,0,14.613333,0.408597,34.810000,2069902.000000,1
204,0,4.860000,0.403474,34.810000,2074832.000000,1
205,0,25.060000,0.406035,34.810000,2086265.000000,1
206,0,-90.150000,0.404754,34.810000,2097549.000000,1
207,0,-55.190000,0.403474,34.790000,2125973.000000,1
208,0,6.185000,0.399631,34.790000,2126861.000000,1
209,0,41.350000,0.400912,34.790000,2133106.000000,1
210,0,14.116667,0.397069,34.770000,2128851.000000,1
211,0,20.025000,0.398350,34.770000,2128260.000000,1
212,0,38.283333,0.399631,34.770000,2130176.000000,1
213,0,30.870000,0.397069,34.770000,2133335.000000,1
214,0,-14.210000,0.397069,34.770000,2129664.000000,1
215,0,-160.240000,0.395788,34.790000,2128433.000000,1
216,0,26.635000,0.394507,34.790000,2129720.000000,1
217,0,14.056667,0.391946,34.790000,2125349.000000,1
218,0,103.965000,0.393227,34.790000,2130626.000000,1
219,0,-33.205000,0.389384,34.770000,2106355.000000,1
220,0,80.120000,0.389384,34.770000,2107695.000000,1
221,0,-24.230000,0.391946,34.770000,2105427.000000,1
222,0,-108.785000,0.389384,34.770000,2110374.000000,1
223,0,19.835000,0.389384,34.750000,2115900.000000,1
224,0,24.395000,0.388103,34.750000,2110442.000000,1
225,0,22.970000,0.385541,34.750000,2111143.000000,1
226,0,-42.590000,0.388103,34.770000,2112984.000000,1
227,0,-24.210000,0.384260,34.770000,2106703.000000,1
228,0,-3.206667,0.388103,34.750000,2074628.000000,1
229,0,35.050000,0.386822,34.770000,2084074.000000,1
230,0,113.886667,0.388103,34.770000,2082364.000000,1
231,0,50.700000,0.386822,34.770000,2086410.000000,1
232,0,-43.906667,0.385541,34.730000,2083180.000000,1
233,0,30.315000,0.385541,34.730000,2089363.000000,1
234,0,-164.320000,0.380418,34.770000,2096274.000000,1
235,0,-24.885000,0.380418,34.750000,2082002.000000,1
236,0,-4.356667,0.379137,34.750000,2083232.000000,1
237,0,-28.865000,0.381699,34.730000,2063571.000000,1
238,0,33.710000,0.380418,34.730000,2075455.000000,1
239,0,18.033333,0.377856,34.730000,2074915.000000,1
240,0,28.225000,0.381699,34.730000,2082534.000000,1
241,0,-1.880000,0.379137,34.730000,2076631.000000,1
242,0,-26.775000,0.374014,34.750000,2087332.000000,1
243,0,-229.015000,0.375294,34.730000,2088984.000000,1
244,0,6.005000,0.374014,34.730000,2097895.000000,1
245,0,-23.810000,0.370171,34.730000,2071173.000000,1
246,0,-12.123333,0.372733,34.730000,2090942.000000,1
247,0,6.085000,0.370171,34.710000,2096661.000000,1
248,0,49.670000,0.371452,34.710000,2110681.000000,1
249,0,13.636667,0.372733,34.710000,2113123.000000,1
250,0,92.260000,0.375294,34.710000,2132870.000000,1
251,0,-90.490000,0.363767,34.730000,2143640.000000,1
252,0,32.205000,0.365047,34.710000,2112425.000000,1
253,0,-24.010000,0.361205,34.710000,2113333.000000,1
254,0,81.966667,0.362486,34.680000,2109953.000000,1
255,0,-18.760000,0.361205,34.680000,2124816.000000,1
256,0,38.755000,0.359924,34.680000,2127511.000000,1
257,0,-41.346667,0.361205,34.680000,2132908.000000,1
258,0,-60.743333,0.357362,34.680000,2142857.000000,1
259,0,19.306667,0.362486,34.680000,2150931.000000,1
260,0,1.815000,0.358643,34.680000,2148561.000000,1
261,0,79.063333,0.356081,34.660000,2154188.000000,1
262,0,-41.266667,0.359924,34.680000,2151603.000000,1
263,0,-14.830000,0.356081,34.680000,2151441.000000,1
264,0,37.656667,0.358643,34.680000,2108415.000000,1
265,0,30.970000,0.356081,34.680000,2108598.000000,1
266,0,0.096667,0.354801,34.680000,2109222.000000,1
267,0,-14.790000,0.353520,34.680000,2082485.000000,1
268,0,10.300000,0.354801,34.660000,2069902.000000,1
269,0,35.385000,0.352239,34.650000,2083230.000000,1
270,0,0.280000,0.354801,34.650000,2078221.000000,1
271,0,21.043333,0.350958,34.660000,2086337.000000,1
272,0,18.235000,0.359924,34.650000,2103956.000000,1
273,0,-98.805000,0.348396,34.650000,2109964.000000,1
274,0,-6.215000,0.347115,34.650000,2115399.000000,1
275,0,28.856667,0.345834,34.650000,2118992.000000,1
276,0,85.960000,0.344554,34.650000,2117769.000000,1
277,0,-2.050000,0.343273,34.650000,2116473.000000,1
278,0,-50.043333,0.345834,34.650000,2113021.000000,1
279,0,29.895000,0.341992,34.650000,2116874.000000,1
280,0,-48.666667,0.345834,34.650000,2113872.000000,1
281,0,34.360000,0.340711,34.650000,2102557.000000,1
282,0,-116.560000,0.341992,34.650000,2121240.000000,1
283,0,-22.920000,0.341992,34.650000,2119471.000000,1
284,0,16.100000,0.341992,34.650000,2124290.000000,1
285,0,12.436667,0.338149,34.630000,2125764.000000,1
286,0,36.110000,0.340711,34.630000,2132736.000000,1
287,0,4.170000,0.339430,34.630000,2116800.000000,1
288,0,-2.743333,0.339430,34.630000,2127749.000000,1
289,0,17.455000,0.339430,34.630000,2128772.000000,1
290,0,18.110000,0.334307,34.630000,2134032.000000,1
291,0,-6.596667,0.335588,34.630000,2110896.000000,1
292,0,-34.310000,0.333026,34.630000,2110632.000000,1
293,0,-1.135000,0.331745,34.610000,2112439.000000,1
294,0,11.690000,0.334307,34.610000,2084088.000000,1
295,0,75.435000,0.334307,34.610000,2097296.000000,1
296,0,24.960000,0.330464,34.630000,2106619.000000,1
297,0,2.565000,0.333026,34.630000,2119654.000000,1
298,0,0.086667,0.333026,34.630000,2127074.000000,1
299,0,35.285000,0.327902,34.590000,2120407.000000,1
300,0,2.006667,0.329183,34.590000,2139438.000000,1
301,0,-50.143333,0.327902,34.570000,2152509.000000,1
302,0,-32.855000,0.329183,34.590000,2170337.000000,1
303,0,-32.833333,0.325341,34.590000,2163575.000000,1
304,0,-10.260000,0.325341,34.590000,2167669.000000,1
305,0,45.490000,0.321498,34.570000,2170348.000000,1
306,0,44.803333,0.321498,34.570000,2169055.000000,1
307,0,-3.645000,0.325341,34.570000,2169298.000000,1
308,0,-22.713333,0.321498,34.590000,2167625.000000,1
309,0,-2.400000,0.320217,34.590000,2169147.000000,1
310,0,26.315000,0.320217,34.590000,2144415.000000,1
311,0,10.580000,0.317655,34.590000,2113741.000000,1
312,0,50.710000,0.318936,34.590000,2113383.000000,1
313,0,-51.146667,0.317655,34.590000,2110298.000000,1
314,0,35.893333,0.317655,34.590000,2113034.000000,1
315,0,19.905000,0.315094,34.570000,2108867.000000,1
316,0,-1.310000,0.316374,34.570000,2090688.000000,1
317,0,-10.066667,0.313813,34.570000,2090278.000000,1
318,0,-37.823333,0.311251,34.570000,2067512.000000,1
319,0,12.565000,0.309970,34.570000,2072300.000000,1
320,0,-7.940000,0.311251,34.570000,2055584.000000,1
321,0,26.066667,0.309970,34.550000,2067518.000000,1
322,0,-38.250000,0.311251,34.550000,2062641.000000,1
323,0,117.836667,0.309970,34.550000,2070469.000000,1
324,0,21.656667,0.308689,34.550000,2070428.000000,1
325,0,14.680000,0.308689,34.550000,2065763.000000,1
326,0,51.125000,0.306128,34.550000,2070222.000000,1
327,0,131.336667,0.303566,34.550000,2067253.000000,1
328,0,-15.580000,0.303566,34.550000,2068577.000000,1
329,0,-3.113333,0.303566,34.550000,2067796.000000,1
330,0,17.930000,0.301004,34.550000,2069614.000000,1
331,0,29.040000,0.303566,34.530000,2074919.000000,1
332,0,-41.576667,0.301004,34.550000,2073450.000000,1
333,0,47.250000,0.299723,34.550000,2076900.000000,1
334,0,35.775000,0.302285,34.550000,2065637.000000,1
335,0,4.423333,0.302285,34.550000,2035220.000000,1
336,0,35.700000,0.298442,34.530000,2051475.000000,1
337,0,14.585000,0.297161,34.550000,2069806.000000,1
338,0,20.536667,0.299723,34.530000,2068776.000000,1
339,0,-21.690000,0.297161,34.530000,2089135.000000,1
340,0,-38.153333,0.297161,34.530000,2094623.000000,1
341,0,7.615000,0.295881,34.530000,2105180.000000,1
342,0,36.260000,0.297161,34.530000,2122130.000000,1
343,0,62.620000,0.295881,34.530000,2117861.000000,1
344,0,105.446667,0.294600,34.500000,2116035.000000,1
345,0,-24.065000,0.292038,34.500000,2118454.000000,1
346,0,-165.755000,0.295881,34.500000,2115034.000000,1
347,0,-14.123333,0.295881,34.500000,2117908.000000,1
348,0,49.370000,0.294600,34.530000,2114532.000000,1
349,0,-14.663333,0.297161,34.530000,2112431.000000,1
350,0,-4.555000,0.297161,34.500000,2122942.000000,1
351,0,5.685000,0.294600,34.500000,2117687.000000,1
352,0,-44.115000,0.295881,34.490000,2120322.000000,1
353,0,119.096667,0.295881,34.490000,2125531.000000,1
354,0,-0.205000,0.293319,34.500000,2147212.000000,1
355,0,-26.046667,0.292038,34.500000,2146005.000000,1
356,0,-51.325000,0.290757,34.490000,2144501.000000,1
357,0,6.373333,0.292038,34.490000,2157400.000000,1
358,0,42.700000,0.288195,34.490000,2159352.000000,1
359,0,1.950000,0.288195,34.490000,2163418.000000,1
360,0,-54.480000,0.290757,34.470000,2154607.000000,1
361,0,18.105000,0.292038,34.470000,2152906.000000,1
362,0,-22.013333,0.286914,34.470000,2138143.000000,1
363,0,34.815000,0.286914,34.490000,2135000.000000,1
364,0,-142.645000,0.288195,34.490000,2135557.000000,1
365,0,-15.320000,0.285634,34.490000,2130099.000000,1
366,0,49.123333,0.288195,34.490000,2108513.000000,1
367,0,-23.113333,0.286914,34.490000,2103550.000000,1
368,0,48.350000,0.290757,34.490000,2122638.000000,1
369,0,-12.793333,0.290757,34.490000,2123205.000000,1
370,0,-47.386667,0.289476,34.490000,2128535.000000,1
371,0,-17.470000,0.286914,34.490000,2105192.000000,1
372,0,12.446667,0.289476,34.490000,2104246.000000,1
373,0,25.310000,0.299723,34.490000,2109579.000000,1
374,0,4.005000,0.285634,34.490000,2108620.000000,1
375,0,-0.463333,0.283072,34.470000,2100710.000000,1
376,0,31.693333,0.284353,34.490000,2064736.000000,1
377,0,22.235000,0.285634,34.470000,2063908.000000,1
378,0,1.100000,0.285634,34.450000,2066422.000000,1
379,0,32.525000,0.284353,34.450000,2073526.000000,1
380,0,98.320000,0.281791,34.470000,2083883.000000,1
381,0,8.150000,0.281791,34.450000,2097643.000000,1
382,0,10.140000,0.284353,34.450000,2061083.000000,1
383,0,-25.543333,0.281791,34.450000,2058276.000000,1
384,0,-233.840000,0.280510,34.470000,2063612.000000,1
385,0,61.290000,0.280510,34.450000,2081946.000000,1
386,0,-99.773333,0.279229,34.470000,2095875.000000,1
387,0,-50.295000,0.279229,34.470000,2097296.000000,1
388,0,18.200000,0.276668,34.450000,2086145.000000,1
389,0,25.963333,0.277948,34.430000,2096935.000000,1
390,0,-168.825000,0.275387,34.430000,2110029.000000,1
391,0,-48.043333,0.288195,34.450000,2111731.000000,1
392,0,1.030000,0.276668,34.430000,2071365.000000,1
393,0,52.210000,0.275387,34.430000,2073786.000000,1
394,0,32.075000,0.276668,34.430000,2104585.000000,1
395,0,-32.525000,0.274106,34.430000,2106171.000000,1
396,0,5.230000,0.275387,34.430000,2112429.000000,1
397,0,-26.035000,0.276668,34.430000,2118376.000000,1
398,0,37.320000,0.274106,34.430000,2129741.000000,1
399,0,46.885000,0.277948,34.430000,2131778.000000,1
400,0,59.640000,0.277948,34.430000,2138508.000000,1
401,0,-148.626667,0.274106,34.430000,2137223.000000,1
402,0,-46.023333,0.274106,34.430000,2140717.000000,1
403,0,0.395000,0.276668,34.430000,2130123.000000,1
404,0,-14.160000,0.274106,34.430000,2115905.000000,1
405,0,34.800000,0.276668,34.430000,2118974.000000,1
406,0,24.273333,0.277948,34.430000,2120312.000000,1
407,0,16.936667,0.276668,34.410000,2100659.000000,1
408,0,13.530000,0.276668,34.410000,2103756.000000,1
409,0,91.536667,0.276668,34.410000,2106210.000000,1
410,0,1.410000,0.274106,34.410000,2102142.000000,1
411,0,-28.160000,0.275387,34.410000,2106017.000000,1
412,0,-17.123333,0.272825,34.410000,2055345.000000,1
413,0,-14.200000,0.275387,34.390000,2064195.000000,1
414,0,5.136667,0.271544,34.390000,2070658.000000,1
415,0,19.443333,0.275387,34.410000,2072108.000000,1
416,0,-15.660000,0.274106,34.410000,2057621.000000,1
417,0,60.230000,0.271544,34.410000,2037829.000000,1
418,0,-150.643333,0.274106,34.390000,2076190.000000,1
419,0,40.940000,0.271544,34.410000,2054537.000000,1
420,0,-34.753333,0.272825,34.410000,2069559.000000,1
421,0,25.393333,0.274106,34.390000,2094296.000000,1
422,0,-9.030000,0.274106,34.390000,2083604.000000,1
423,0,25.270000,0.270263,34.410000,2069998.000000,1
424,0,15.705000,0.270263,34.390000,2090102.000000,1
425,0,-19.986667,0.267701,34.390000,2090001.000000,1
426,0,-8.755000,0.270263,34.390000,2096328.000000,1
427,0,-40.346667,0.268982,34.390000,2094316.000000,1
428,0,10.633333,0.270263,34.390000,2101777.000000,1
429,0,-171.500000,0.267701,34.390000,2103714.000000,1
430,0,-61.626667,0.267701,34.390000,2103277.000000,1
431,0,-62.960000,0.281791,34.370000,2098596.000000,1
432,0,26.320000,0.267701,34.370000,2103748.000000,1
433,0,97.085000,0.265140,34.390000,2106186.000000,1
434,0,-15.426667,0.268982,34.390000,2110041.000000,1
435,0,-127.976667,0.266421,34.390000,2116746.000000,1
436,0,42.166667,0.265140,34.370000,2106313.000000,1
437,0,-111.755000,0.268982,34.390000,2116178.000000,1
438,0,-25.936667,0.268982,34.390000,2092740.000000,1
439,0,45.136667,0.267701,34.390000,2094270.000000,1
440,0,6.820000,0.265140,34.390000,2103246.000000,1
441,0,71.540000,0.265140,34.370000,2108286.000000,1
442,0,-32.086667,0.263859,34.370000,2108458.000000,1
443,0,36.175000,0.263859,34.390000,2110918.000000,1
444,0,15.500000,0.265140,34.340000,2119342.000000,1
445,0,10.880000,0.266421,34.340000,2117525.000000,1
446,0,-10.550000,0.265140,34.390000,2118022.000000,1
447,0,14.933333,0.262578,34.390000,2120135.000000,1
448,0,25.060000,0.266421,34.390000,2114172.000000,1
449,0,-48.033333,0.262578,34.370000,2103332.000000,1
450,0,23.290000,0.262578,34.370000,2104697.000000,1
451,0,24.386667,0.265140,34.340000,2092676.000000,1
452,0,42.865000,0.262578,34.370000,2084420.000000,1
453,0,85.683333,0.262578,34.340000,2089317.000000,1
454,0,-13.610000,0.266421,34.340000,2095494.000000,1
455,0,-84.990000,0.267701,34.340000,2098748.000000,1
456,0,5.050000,0.263859,34.370000,2087874.000000,1
457,0,28.273333,0.265140,34.370000,2090739.000000,1
458,0,5.923333,0.266421,34.370000,2087378.000000,1
459,0,-30.975000,0.263859,34.370000,2086708.000000,1
460,0,28.730000,0.265140,34.390000,2091522.000000,1
461,0,20.530000,0.261297,34.390000,2068703.000000,1
462,0,58.775000,0.263859,34.390000,2086151.000000,1
463,0,55.823333,0.262578,34.370000,2092627.000000,1
464,0,46.400000,0.262578,34.370000,2098468.000000,1
465,0,-86.800000,0.265140,34.340000,2103171.000000,1
466,0,1.266667,0.265140,34.340000,2104626.000000,1
467,0,29.825000,0.261297,34.340000,2082427.000000,1
468,0,16.846667,0.263859,34.370000,2087989.000000,1
469,0,50.875000,0.263859,34.370000,2105878.000000,1
470,0,30.353333,0.262578,34.370000,2104162.000000,1
471,0,-61.210000,0.263859,34.340000,2098573.000000,1
472,0,-3.933333,0.262578,34.340000,2101395.000000,1
473,0,14.625000,0.260016,34.340000,2110633.000000,1
474,0,11.575000,0.262578,34.340000,2114174.000000,1
475,0,47.645000,0.260016,34.340000,2102938.000000,1
476,0,-10.040000,0.265140,34.330000,2051304.000000,1
477,0,-105.573333,0.262578,34.330000,2049318.000000,1
478,0,27.680000,0.263859,34.330000,2065742.000000,1
479,0,90.960000,0.263859,34.330000,2057312.000000,1
480,0,-20.720000,0.262578,34.330000,2049127.000000,1
481,0,10.200000,0.260016,34.330000,2036707.000000,1
482,0,-1.366667,0.262578,34.340000,2013910.000000,1
483,0,20.220000,0.260016,34.330000,1995857.000000,1
484,0,43.285000,0.262578,34.330000,1984786.000000,1
485,0,12.753333,0.256174,34.330000,1971146.000000,1
486,10,-65.680000,0.268998,34.770000,1738217.500000,1
487,10,-11.347500,0.308708,34.770000,1773100.000000,1
488,10,-37.952500,0.288213,34.770000,1794910.000000,1
