ID,empatica_bvp,empatica_eda,empatica_temp,samsung_bvp,time,CL
0.0,7.32,0.522594,34.93,2192602.0,1767084367.776875,1
0.0,36.255,0.521313,34.93,2191510.0,1767084368.021875,1
0.0,49.403333,0.521313,34.93,2192670.0,1767084368.266875,1
0.0,-84.565,0.522594,34.93,2185914.0,1767084368.511875,1
0.0,203.59,0.521313,34.93,2182633.0,1767084369.001875,1
0.0,-83.906667,0.518752,34.95,2161118.0,1767084369.281875,1
0.0,1.44,0.522594,34.95,2156133.0,1767084369.526875,1
0.0,22.335,0.525156,34.95,2137444.0,1767084369.771875,1
0.0,-26.133333,0.523875,34.95,2124277.0,1767084370.016875,1
0.0,41.44,0.523875,34.91,2129296.0,1767084370.261875,1
0.0,-3.575,0.526437,34.91,2128318.0,1767084370.506875,1
0.0,-0.34,0.528999,34.91,2125332.0,1767084370.751875,1
0.0,-46.826667,0.530279,34.91,2128904.0,1767084371.031875,1
0.0,-9.465,0.523875,34.91,2121804.0,1767084371.276875,1
0.0,-7.79,0.525156,34.91,2118429.0,1767084371.521875,1
0.0,26.756667,0.527718,34.91,2117392.0,1767084371.766875,1
0.0,-8.19,0.523875,34.91,2112116.0,1767084372.011875,1
0.0,-43.253333,0.525156,34.93,2085269.0,1767084372.781875,1
0.0,12.025,0.523875,34.93,2067853.0,1767084373.026875,1
0.0,5.7,0.521313,34.93,2048402.0,1767084373.271875,1
0.0,12.986667,0.521313,34.93,2056722.0,1767084373.516875,1
0.0,-9.265,0.522594,34.93,2044186.0,1767084374.006875,1
0.0,49.456667,0.518752,34.95,2047149.0,1767084374.251875,1
0.0,0.643333,0.517471,34.95,2051579.0,1767084374.531875,1
0.0,-47.29,0.521313,34.95,2041690.0,1767084374.776875,1
0.0,20.145,0.521313,34.95,2044594.0,1767084375.021875,1
0.0,0.57,0.521313,34.97,2053464.0,1767084375.266875,1
0.0,-29.435,0.514909,34.97,2051614.0,1767084375.511875,1
0.0,-21.525,0.522594,34.97,2051201.0,1767084375.756875,1
0.0,76.79,0.521313,34.97,2060183.0,1767084376.001875,1
0.0,46.656667,0.520033,34.95,2067569.0,1767084376.281875,1
0.0,-70.55,0.521313,34.95,2068115.0,1767084376.771875,1
0.0,-23.936667,0.523875,34.95,2065300.0,1767084377.016875,1
0.0,-19.115,0.523875,34.93,2058765.0,1767084377.261875,1
0.0,30.145,0.520033,34.93,2077872.0,1767084377.506875,1
0.0,-2.746667,0.520033,34.93,2087333.0,1767084377.751875,1
0.0,-39.716667,0.522594,34.93,2071958.0,1767084378.031875,1
0.0,36.615,0.520033,34.95,2069198.0,1767084378.276875,1
0.0,34.69,0.518752,34.95,2069454.0,1767084378.521875,1
0.0,38.066667,0.521313,34.95,2069569.0,1767084378.766875,1
0.0,-156.64,0.521313,34.95,2081510.0,1767084379.256875,1
0.0,-92.236667,0.517471,34.95,2081453.0,1767084379.501875,1
0.0,0.633333,0.517471,34.95,2084439.0,1767084379.781875,1
0.0,-6.475,0.517471,34.95,2083182.0,1767084380.026875,1
0.0,-12.88,0.518752,34.99,2089039.0,1767084380.271875,1
0.0,40.81,0.51619,34.99,2081796.0,1767084380.516875,1
0.0,1.06,0.518752,34.99,2056187.0,1767084380.761875,1
0.0,40.47,0.518752,34.97,2066417.0,1767084381.251875,1
0.0,32.22,0.514909,34.97,2071928.0,1767084381.531875,1
0.0,10.17,0.513628,34.97,2075390.0,1767084381.776875,1
0.0,-7.3,0.517471,34.97,2081737.0,1767084382.021875,1
0.0,-43.023333,0.51619,34.97,2079389.0,1767084382.266875,1
0.0,3.205,0.514909,34.97,2082907.0,1767084382.511875,1
0.0,26.56,0.511066,34.97,2084411.0,1767084382.756875,1
0.0,-32.436667,0.508505,34.97,2082476.0,1767084383.001875,1
0.0,20.233333,0.511066,34.97,2086165.0,1767084383.281875,1
0.0,18.415,0.509786,34.97,2066193.0,1767084383.526875,1
0.0,-9.835,0.505943,34.99,2082477.0,1767084384.261875,1
0.0,-68.095,0.508505,34.99,2079577.0,1767084384.506875,1
0.0,28.836667,0.505943,34.99,2082810.0,1767084384.751875,1
0.0,-18.023333,0.504662,34.99,2086790.0,1767084385.031875,1
0.0,-80.92,0.504662,34.99,2083339.0,1767084385.276875,1
0.0,32.27,0.505943,34.99,2078835.0,1767084385.766875,1
0.0,-27.175,0.50082,34.99,2059648.0,1767084386.011875,1
0.0,35.725,0.504662,34.99,2066334.0,1767084386.256875,1
0.0,31.836667,0.504662,34.99,2068913.0,1767084386.501875,1
0.0,-17.55,0.503381,34.99,2067519.0,1767084386.781875,1
0.0,30.045,0.498258,34.99,2069334.0,1767084387.026875,1
0.0,-64.223333,0.5021,34.99,2062985.0,1767084387.516875,1
0.0,19.83,0.50082,34.99,2066032.0,1767084387.761875,1
0.0,-3.145,0.498258,34.99,2062733.0,1767084388.006875,1
0.0,-7.456667,0.50082,34.99,2047622.0,1767084388.251875,1
0.0,21.1,0.5021,34.99,2052757.0,1767084388.531875,1
0.0,-17.57,0.50082,34.99,2058021.0,1767084388.776875,1
0.0,76.545,0.496977,34.99,2073533.0,1767084389.021875,1
0.0,-59.205,0.494415,34.97,2085485.0,1767084389.511875,1
0.0,6.77,0.496977,34.97,2087953.0,1767084389.756875,1
0.0,-20.686667,0.496977,34.97,2084545.0,1767084390.001875,1
0.0,-49.873333,0.493134,34.99,2078778.0,1767084390.281875,1
0.0,22.82,0.493134,34.99,2081826.0,1767084390.526875,1
0.0,7.143333,0.488011,34.99,2058906.0,1767084391.016875,1
0.0,27.14,0.489292,34.95,2068883.0,1767084391.261875,1
0.0,48.79,0.489292,34.95,2068773.0,1767084391.506875,1
0.0,101.2,0.491853,34.95,2072455.0,1767084391.751875,1
0.0,-157.983333,0.489292,34.95,2077983.0,1767084392.031875,1
0.0,-78.01,0.490573,34.99,2081652.0,1767084392.276875,1
0.0,2.8,0.488011,34.99,2087740.0,1767084392.521875,1
0.0,-5.75,0.489292,34.99,2088758.0,1767084392.766875,1
0.0,-28.575,0.485449,34.99,2090689.0,1767084393.011875,1
0.0,32.725,0.482887,34.97,2092180.0,1767084393.256875,1
0.0,-5.323333,0.48673,34.97,2089505.0,1767084393.501875,1
0.0,15.466667,0.489292,34.97,2094810.0,1767084393.781875,1
0.0,53.44,0.485449,34.97,2093802.0,1767084394.026875,1
0.0,-23.455,0.485449,34.99,2086209.0,1767084394.271875,1
0.0,28.69,0.488011,34.99,2093542.0,1767084394.761875,1
0.0,-9.21,0.484168,34.99,2091693.0,1767084395.006875,1
0.0,12.46,0.48673,34.99,2102571.0,1767084395.251875,1
0.0,41.833333,0.484168,34.99,2092072.0,1767084395.531875,1
0.0,-22.82,0.482887,34.99,2069775.0,1767084396.021875,1
0.0,27.726667,0.484168,34.99,2078739.0,1767084396.266875,1
0.0,3.93,0.482887,34.99,2078836.0,1767084396.511875,1
0.0,37.89,0.484168,34.99,2082023.0,1767084396.756875,1
0.0,15.48,0.481606,34.99,2083411.0,1767084397.001875,1
0.0,-45.743333,0.479045,34.99,2079251.0,1767084397.281875,1
0.0,-11.555,0.480326,34.99,2080786.0,1767084397.526875,1
0.0,-18.9,0.481606,34.99,2073730.0,1767084397.771875,1
0.0,-38.45,0.481606,34.99,2052288.0,1767084398.016875,1
0.0,31.03,0.477764,34.99,2046556.0,1767084398.261875,1
0.0,14.965,0.476483,34.99,2046265.0,1767084398.506875,1
0.0,-19.64,0.479045,34.99,2042595.0,1767084398.751875,1
0.0,42.74,0.476483,34.99,2044374.0,1767084399.031875,1
0.0,0.6,0.473921,34.99,2045016.0,1767084399.276875,1
0.0,-54.785,0.473921,34.99,2050731.0,1767084399.521875,1
0.0,-6.44,0.475202,34.99,2059484.0,1767084399.766875,1
0.0,1.78,0.47136,34.99,2054020.0,1767084400.011875,1
0.0,26.525,0.470079,34.99,2058622.0,1767084400.256875,1
0.0,36.753333,0.47136,34.99,2074306.0,1767084400.501875,1
0.0,-49.46,0.47264,34.99,2075592.0,1767084400.781875,1
0.0,10.025,0.470079,35.0,2076546.0,1767084401.271875,1
0.0,12.893333,0.47264,35.0,2077042.0,1767084401.516875,1
0.0,37.52,0.473921,35.0,2084475.0,1767084401.761875,1
0.0,72.985,0.476483,35.0,2090595.0,1767084402.006875,1
0.0,-124.386667,0.477764,34.99,2091937.0,1767084402.251875,1
0.0,14.943333,0.476483,34.99,2099544.0,1767084402.531875,1
0.0,-27.233333,0.477764,34.97,2114913.0,1767084403.266875,1
0.0,-7.47,0.479045,34.97,2119290.0,1767084403.511875,1
0.0,42.495,0.477764,34.97,2124036.0,1767084403.756875,1
0.0,19.703333,0.479045,34.97,2112763.0,1767084404.001875,1
0.0,34.77,0.481606,34.99,2103552.0,1767084404.281875,1
0.0,55.535,0.482887,34.99,2101912.0,1767084404.526875,1
0.0,75.93,0.481606,34.99,2097552.0,1767084404.771875,1
0.0,-107.526667,0.481606,34.99,2099638.0,1767084405.016875,1
0.0,-38.96,0.480326,34.99,2103695.0,1767084405.261875,1
0.0,-48.765,0.484168,34.99,2096841.0,1767084405.506875,1
0.0,62.903333,0.485449,34.99,2095205.0,1767084405.751875,1
0.0,12.403333,0.481606,34.99,2097791.0,1767084406.031875,1
0.0,-62.44,0.481606,34.99,2065702.0,1767084406.276875,1
0.0,6.21,0.484168,34.99,2064322.0,1767084406.521875,1
0.0,17.006667,0.484168,34.99,2077601.0,1767084406.766875,1
0.0,-3.425,0.480326,34.99,2083320.0,1767084407.011875,1
0.0,69.41,0.484168,34.99,2086740.0,1767084407.256875,1
0.0,-15.995,0.481606,34.99,2100988.0,1767084408.026875,1
0.0,-33.94,0.482887,35.0,2095941.0,1767084408.271875,1
0.0,-6.22,0.482887,35.0,2092310.0,1767084408.516875,1
0.0,20.44,0.482887,35.0,2064576.0,1767084408.761875,1
0.0,-36.155,0.479045,35.0,2057120.0,1767084409.006875,1
0.0,36.423333,0.479045,34.99,2074706.0,1767084409.251875,1
0.0,20.75,0.481606,34.99,2077032.0,1767084409.531875,1
0.0,9.64,0.479045,34.99,2083791.0,1767084410.021875,1
0.0,-51.526667,0.484168,34.99,2087723.0,1767084410.266875,1
0.0,8.255,0.482887,34.99,2089825.0,1767084410.511875,1
0.0,1.675,0.484168,34.99,2080418.0,1767084410.756875,1
0.0,0.733333,0.480326,34.99,2063689.0,1767084411.001875,1
0.0,8.1,0.481606,35.0,2041375.0,1767084411.281875,1
0.0,23.005,0.484168,35.0,2049641.0,1767084411.771875,1
0.0,-29.336667,0.480326,35.0,2050621.0,1767084412.016875,1
0.0,32.515,0.480326,34.97,2056473.0,1767084412.261875,1
0.0,-4.015,0.480326,34.97,2048658.0,1767084412.506875,1
0.0,-10.53,0.481606,34.97,2049948.0,1767084412.751875,1
0.0,-47.735,0.476483,34.99,2039256.0,1767084413.276875,1
0.0,55.13,0.480326,34.99,2037612.0,1767084413.521875,1
