ID,empatica_bvp,empatica_eda,empatica_temp,samsung_bvp,time,CL
7.0,19.135,,,,1649753425.4683332,1
7.0,27.09166666666667,0.143475,30.89,,1649753425.5616667,1
7.0,15.353333333333332,,,,1649753425.655,1
7.0,2.28,,,,1649753425.7483332,1
7.0,-13.658333333333331,0.155004,30.89,,1649753425.8416667,1
7.0,-22.423333333333332,,,,1649753425.935,1
7.0,-26.735,0.155004,30.89,,1649753426.0283334,1
7.0,-42.595,,,,1649753426.1216667,1
7.0,-30.044999999999998,,,,1649753426.215,1
7.0,-9.763333333333334,0.152442,30.91,,1649753426.3083334,1
7.0,14.323333333333332,,,,1649753426.4016666,1
7.0,29.34,,,,1649753426.495,1
7.0,102.44333333333334,0.151161,30.91,,1649753426.5883334,1
7.0,143.18333333333334,,,,1649753426.6816666,1
7.0,59.06333333333333,0.148599,30.91,,1649753426.775,1
7.0,-63.11333333333334,,,,1649753426.8683333,1
7.0,-141.90833333333333,,,,1649753426.9616666,1
7.0,-123.86166666666668,0.147318,30.91,,1649753427.055,1
7.0,-123.53666666666668,,,,1649753427.1483333,1
7.0,-74.16166666666666,,,,1649753427.2416666,1
7.0,22.076666666666668,0.148599,30.87,,1649753427.335,1
7.0,44.791666666666664,,,,1649753427.4283333,1
7.0,60.303333333333335,0.14988,30.87,,1649753427.5216668,1
7.0,69.54666666666667,,,,1649753427.615,1
7.0,54.025000000000006,,,,1649753427.7083333,1
7.0,34.405,0.148599,30.87,,1649753427.8016667,1
7.0,19.188333333333336,,,,1649753427.895,1
7.0,-0.6549999999999999,,,,1649753427.9883332,1
7.0,-21.893333333333334,0.147318,30.87,,1649753428.0816667,1
7.0,-44.50833333333333,,,,1649753428.175,1
7.0,-67.95666666666666,0.14988,30.89,,1649753428.2683334,1
7.0,-39.465,,,,1649753428.3616667,1
7.0,76.42,,,,1649753428.455,1
7.0,112.2,0.14988,30.89,,1649753428.5483334,1
7.0,156.25333333333333,,,,1649753428.6416667,1
7.0,193.95333333333335,,,,1649753428.735,1
7.0,150.05333333333334,0.152442,30.89,,1649753428.8283334,1
7.0,60.74000000000001,,,,1649753428.9216666,1
7.0,-65.52333333333333,0.151161,30.89,,1649753429.015,1
7.0,-167.97333333333333,,,,1649753429.1083333,1
7.0,-189.67833333333337,,,,1649753429.2016666,1
7.0,-145.49333333333334,0.147318,30.87,,1649753429.295,1
7.0,-61.82,,,,1649753429.3883333,1
7.0,37.085,,,,1649753429.4816666,1
7.0,76.25,0.147318,30.87,,1649753429.575,1
7.0,60.129999999999995,,,,1649753429.6683333,1
7.0,-18.133333333333333,0.14988,30.87,,1649753429.7616668,1
7.0,-59.23333333333333,,,,1649753429.855,1
7.0,-78.86666666666666,,,,1649753429.9483333,1
7.0,-79.03999999999999,0.151161,30.87,,1649753430.0416667,1
7.0,-61.43833333333334,,,,1649753430.135,1
7.0,-49.52833333333333,,,,1649753430.2283332,1
7.0,-9.836666666666666,0.152442,30.87,,1649753430.3216667,1
7.0,57.339999999999996,,,,1649753430.415,1
7.0,62.915,0.148599,30.87,,1649753430.5083334,1
7.0,62.598333333333336,,,,1649753430.6016667,1
7.0,69.56333333333335,,,,1649753430.695,1
7.0,68.53,0.14988,30.87,,1649753430.7883334,1
7.0,59.896666666666654,,,,1649753430.8816667,1
7.0,8.733333333333334,,,,1649753430.975,1
7.0,-44.32333333333333,0.151161,30.87,,1649753431.0683334,1
7.0,-95.83999999999999,,,,1649753431.1616666,1
7.0,-131.69333333333333,0.14988,30.87,,1649753431.255,1
7.0,-28.001666666666665,,,,1649753431.3483334,1
7.0,41.87833333333334,,,,1649753431.4416666,1
7.0,43.175000000000004,0.151161,30.87,,1649753431.535,1
7.0,40.86666666666667,,,,1649753431.6283333,1
7.0,14.983333333333333,,,,1649753431.7216666,1
7.0,-22.925,0.147318,30.87,,1649753431.815,1
7.0,-51.01,,,,1649753431.9083333,1
7.0,-78.41666666666667,0.147318,30.87,,1649753432.0016668,1
7.0,-66.195,,,,1649753432.095,1
7.0,-49.89166666666667,,,,1649753432.1883333,1
7.0,52.096666666666664,0.14988,30.87,,1649753432.2816668,1
7.0,86.54,,,,1649753432.375,1
7.0,86.01333333333334,,,,1649753432.4683332,1
7.0,81.36833333333333,0.152442,30.87,,1649753432.5616667,1
7.0,67.35166666666667,,,,1649753432.655,1
7.0,39.781666666666666,,,,1649753432.7483332,1
7.0,26.486666666666665,0.151161,30.87,,1649753432.8416667,1
7.0,29.76,,,,1649753432.935,1
7.0,3.7050000000000005,0.147318,30.87,,1649753433.0283334,1
7.0,-95.635,,,,1649753433.1216667,1
7.0,-116.20166666666667,,,,1649753433.215,1
7.0,-20.29666666666667,0.148599,30.87,,1649753433.3083334,1
7.0,26.61,,,,1649753433.4016666,1
7.0,33.27166666666667,,,,1649753433.495,1
7.0,43.10999999999999,0.147318,30.87,,1649753433.5883334,1
7.0,38.02333333333333,,,,1649753433.6816666,1
7.0,15.801666666666668,0.148599,30.87,,1649753433.775,1
7.0,-1.64,,,,1649753433.8683333,1
7.0,-13.613333333333332,,,,1649753433.9616666,1
7.0,-30.208333333333332,0.151161,30.87,,1649753434.055,1
7.0,-47.636666666666656,,,,1649753434.1483333,1
7.0,-55.92333333333334,,,,1649753434.2416666,1
7.0,17.406666666666666,0.148599,30.89,,1649753434.335,1
7.0,33.55333333333334,,,,1649753434.4283333,1
7.0,23.965,0.147318,30.89,,1649753434.5216668,1
7.0,30.379999999999995,,,,1649753434.615,1
7.0,25.215,,,,1649753434.7083333,1
7.0,7.953333333333334,0.148599,30.89,,1649753434.8016667,1
7.0,-8.471666666666666,,,,1649753434.895,1
7.0,-21.115,,,,1649753434.9883332,1
7.0,-33.693333333333335,0.14988,30.89,,1649753435.0816667,1
7.0,-51.805,,,,1649753435.175,1
7.0,-27.088333333333335,0.14988,30.87,,1649753435.2683334,1
7.0,34.376666666666665,,,,1649753435.3616667,1
7.0,33.64333333333334,,,,1649753435.455,1
7.0,31.39833333333333,0.148599,30.87,,1649753435.5483334,1
7.0,27.963333333333335,,,,1649753435.6416667,1
7.0,16.05333333333333,,,,1649753435.735,1
7.0,1.735,0.147318,30.87,,1649753435.8283334,1
7.0,-5.328,,,,1649753435.9216666,1
7.0,-14.116666666666667,0.147318,30.87,,1649753436.015,1
7.0,-24.89,,,,1649753436.1083333,1
7.0,-35.04333333333333,,,,1649753436.2016666,1
7.0,-51.43166666666667,0.151161,30.87,,1649753436.295,1
7.0,-10.569999999999999,,,,1649753436.3883333,1
7.0,30.44666666666667,,,,1649753436.4816666,1
7.0,24.983333333333334,0.151161,30.87,,1649753436.575,1
7.0,26.55666666666667,,,,1649753436.6683333,1
7.0,26.686666666666667,0.14988,30.87,,1649753436.7616668,1
7.0,15.973333333333331,,,,1649753436.855,1
7.0,4.864999999999999,,,,1649753436.9483333,1
7.0,-4.633333333333334,0.148599,30.87,,1649753437.0416667,1
7.0,-14.883333333333335,,,,1649753437.135,1
7.0,-27.526666666666667,,,,1649753437.2283332,1
7.0,-45.82166666666666,0.147318,30.87,,1649753437.3216667,1
7.0,-20.459999999999997,,,,1649753437.415,1
7.0,19.383333333333333,0.14988,30.87,,1649753437.5083334,1
7.0,18.511666666666667,,,,1649753437.6016667,1
7.0,17.625,,,,1649753437.695,1
7.0,17.698333333333334,0.14988,30.87,,1649753437.7883334,1
7.0,6.755,,,,1649753437.8816667,1
7.0,-1.0683333333333331,,,,1649753437.975,1
7.0,-5.548333333333333,0.14988,30.87,,1649753438.0683334,1
7.0,-15.868333333333332,,,,1649753438.1616666,1
7.0,-28.73,0.147318,30.87,,1649753438.255,1
7.0,-43.55166666666667,,,,1649753438.3483334,1
7.0,-21.24,,,,1649753438.4416666,1
7.0,27.501666666666665,0.147318,30.87,,1649753438.535,1
7.0,25.955,,,,1649753438.6283333,1
7.0,24.171666666666667,,,,1649753438.7216666,1
7.0,26.291666666666668,0.151161,30.87,,1649753438.815,1
7.0,15.138333333333334,,,,1649753438.9083333,1
7.0,-0.26999999999999985,0.152442,30.87,,1649753439.0016668,1
7.0,-5.341666666666666,,,,1649753439.095,1
7.0,-9.270000000000001,,,,1649753439.1883333,1
7.0,-17.101666666666667,0.14988,30.89,,1649753439.2816668,1
7.0,-26.76,,,,1649753439.375,1
