Unnamed: 0,ID,empatica_bvp,empatica_eda,empatica_temp,samsung_bvp,CL
127,0,0.6320743965,0.1803965463,0.7329545455,0.3192626362,1
128,0,0.6208325146,0.1795163553,0.7272727273,0.3197128167,1
129,0,0.5842561892,0.1786361644,0.7272727273,0.3178683273,1
130,0,0.656854233,0.1795163553,0.7272727273,0.3120017712,1
131,0,0.6954659657,0.1768757824,0.7272727273,0.3143902286,1
132,0,0.5361495864,0.1786361644,0.7329545455,0.3147926626,1
133,0,0.6446362429,0.1751154005,0.7329545455,0.3152064649,1
134,0,0.6420037092,0.1786361644,0.7329545455,0.3127765135,1
135,0,0.6334553677,0.1733557057,0.7272727273,0.2974862935,1
136,0,0.5909114721,0.1759955915,0.7272727273,0.2836978118,1
137,0,0.5899335149,0.1759955915,0.7329545455,0.2952376649,1
138,0,0.6806025006,0.1759955915,0.7329545455,0.3010479485,1
139,0,0.6118423367,0.1777559734,0.7272727273,0.3022580927,1
140,0,0.6511879995,0.1768757824,0.7272727273,0.2751449516,1
141,0,0.6569263319,0.1759955915,0.7272727273,0.279593894,1
142,0,0.6653951793,0.1733557057,0.7215909091,0.2766358901,1
143,0,0.6816063391,0.1733557057,0.7272727273,0.2811530417,1
144,0,0.5240720971,0.1742358967,0.7272727273,0.2843077154,1
145,0,0.587045862,0.1715953238,0.7215909091,0.2848772619,1
146,0,0.6766315152,0.1707151328,0.7215909091,0.2878676651,1
147,0,0.5965573704,0.1715953238,0.7215909091,0.2686639446,1
148,0,0.6409092845,0.1707151328,0.7272727273,0.2716702633,1
149,0,0.6362672247,0.1715953238,0.7272727273,0.2769002006,1
150,0,0.6511436309,0.1680745599,0.7215909091,0.2812104511,1
151,0,0.6141698366,0.1680745599,0.7159090909,0.2614906146,1
152,0,0.646980381,0.1689547509,0.7159090909,0.2816617684,1
153,0,0.6866144395,0.1663148651,0.7159090909,0.2829691106,1
154,0,0.5908874388,0.1627941013,0.7215909091,0.2900622949,1
155,0,0.633239071,0.1663148651,0.7215909091,0.2928429549,1
156,0,0.5749110629,0.1636742922,0.7215909091,0.2813411853,1
157,0,0.6525560295,0.1627941013,0.7215909091,0.2741394349,1
158,0,0.5586499885,0.1645544832,0.7215909091,0.2837933046,1
159,0,0.6779385384,0.1645544832,0.7215909091,0.2863778634,1
160,0,0.6486072283,0.1627941013,0.7215909091,0.2887947413,1
161,0,0.5713393944,0.1619139103,0.7159090909,0.2816947362,1
162,0,0.6593739974,0.1619139103,0.7159090909,0.2788799715,1
163,0,0.6280793777,0.1619139103,0.7159090909,0.2831600963,1
164,0,0.5833743643,0.1636742922,0.7159090909,0.2835966349,1
165,0,0.5669616969,0.1619139103,0.7102272727,0.2975044826,1
166,0,0.6600210384,0.1592740245,0.7102272727,0.3018249645,1
167,0,0.658305454,0.1627941013,0.7102272727,0.3061295309,1
168,0,0.7189923905,0.1610337194,0.7102272727,0.3083855489,1
169,0,0.5625618162,0.1619139103,0.7102272727,0.3100413262,1
170,0,0.6331447878,0.1619139103,0.7102272727,0.3121933252,1
171,0,0.6438487011,0.1610337194,0.7102272727,0.3051933602,1
172,0,0.5677825151,0.1610337194,0.7102272727,0.3050859308,1
173,0,0.6428448626,0.1601542155,0.7017045455,0.3086657748,1
174,0,0.6543030412,0.1566334517,0.7017045455,0.3100231371,1
175,0,0.7066357487,0.1575136426,0.7017045455,0.3033210187,1
176,0,0.4651987251,0.1539935659,0.7017045455,0.3007637436,1
177,0,0.6492949409,0.1531133749,0.7017045455,0.3024524888,1
178,0,0.6585938496,0.1531133749,0.7017045455,0.296646184,1
179,0,0.6478474169,0.1539935659,0.6988636364,0.2964853241,1
180,0,0.5703355559,0.1531133749,0.6988636364,0.2919931825,1
181,0,0.4109914463,0.152233184,0.7017045455,0.2876988475,1
182,0,0.6592778652,0.152233184,0.7017045455,0.286670026,1
183,0,0.5412852463,0.1557532607,0.7017045455,0.2866279637,1
184,0,0.6643303341,0.1539935659,0.7017045455,0.276406821,1
185,0,0.6162921331,0.1531133749,0.7017045455,0.2779102646,1
186,0,0.5685256884,0.151352993,0.7017045455,0.274311663,1
187,0,0.6346422265,0.1539935659,0.7017045455,0.2763272437,1
188,0,0.6435381212,0.151352993,0.6988636364,0.2755036181,1
189,0,0.3626352703,0.1487124201,0.6931818182,0.2744134083,1
190,0,0.6045548019,0.150472802,0.6988636364,0.2734886058,1
191,0,0.6504152468,0.1478322291,0.6988636364,0.2757514447,1
192,0,0.6605978296,0.1469527253,0.6931818182,0.2724802471,1
193,0,0.6407539946,0.1487124201,0.6931818182,0.264010943,1
194,0,0.5980104405,0.1478322291,0.6988636364,0.2653074855,1
195,0,0.6645743611,0.1487124201,0.6988636364,0.2727928724,1
196,0,0.6295620272,0.1451923434,0.6988636364,0.2747925376,1
197,0,0.6572480039,0.1469527253,0.6988636364,0.2716105803,1
198,0,0.6246186307,0.1443121524,0.6988636364,0.2721266962,1
199,0,0.6221802093,0.1425517705,0.6931818182,0.2817720399,1
200,0,0.5615949511,0.1443121524,0.6931818182,0.2838683347,1
201,0,0.5703577402,0.1443121524,0.6931818182,0.2753495791,1
202,0,0.6442812945,0.1443121524,0.6931818182,0.2772247625,1
203,0,0.6386169089,0.1443121524,0.6931818182,0.2721454538,1
204,0,0.6277983773,0.1407920757,0.6931818182,0.2749477134,1
205,0,0.6502044962,0.1425517705,0.6931818182,0.2814463411,1
206,0,0.5224119734,0.1416715795,0.6931818182,0.2878602758,1
207,0,0.5611900881,0.1407920757,0.6875,0.3040167522,1
208,0,0.6292680856,0.1381515028,0.6875,0.3045215,1
209,0,0.6682735891,0.1390316937,0.6875,0.3080712183,1
210,0,0.6380660001,0.1363911209,0.6818181818,0.3056526352,1
211,0,0.6446196047,0.1372713118,0.6818181818,0.3053167051,1
212,0,0.6648719998,0.1381515028,0.6818181818,0.306405778,1
213,0,0.6566490284,0.1363911209,0.6818181818,0.3082013841,1
214,0,0.60664567,0.1363911209,0.6818181818,0.3061147522,1
215,0,0.4446671775,0.1355109299,0.6875,0.3054150399,1
216,0,0.651951508,0.1346307389,0.6875,0.3061465832,1
217,0,0.6379994473,0.1328710441,0.6875,0.3036620645,1
218,0,0.7377270118,0.1337512351,0.6875,0.3066615623,1
219,0,0.5855761537,0.1311106622,0.6818181818,0.2928656913,1
220,0,0.7112778085,0.1311106622,0.6818181818,0.2936273603,1
221,0,0.5955313476,0.1328710441,0.6818181818,0.2923382072,1
222,0,0.501741774,0.1311106622,0.6818181818,0.2951501298,1
223,0,0.6444088541,0.1311106622,0.6761363636,0.2982911616,1
224,0,0.649466869,0.1302304712,0.6761363636,0.2951887816,1
225,0,0.6478862394,0.1284700893,0.6761363636,0.2955872368,1
226,0,0.5751661821,0.1302304712,0.6818181818,0.296633679,1
227,0,0.5955535319,0.1275898983,0.6818181818,0.2930634979,1
228,0,0.6188507189,0.1302304712,0.6761363636,0.2748317578,1
229,0,0.6612855422,0.1293502803,0.6818181818,0.2802009556,1
230,0,0.7487322618,0.1302304712,0.6818181818,0.279228975,1
231,0,0.6786447383,0.1293502803,0.6818181818,0.2815287605,1
232,0,0.5737057169,0.1284700893,0.6704545455,0.2796927973,1
233,0,0.6560334148,0.1284700893,0.6704545455,0.2832072743,1
234,0,0.4401415852,0.1249500126,0.6818181818,0.2871355535,1
235,0,0.5948048126,0.1249500126,0.6761363636,0.2790232107,1
236,0,0.617575123,0.1240698216,0.6761363636,0.2797223546,1
237,0,0.5903901416,0.1258302035,0.6704545455,0.2685468522,1
238,0,0.6597991957,0.1249500126,0.6704545455,0.2753018326,1
239,0,0.6424104201,0.1231896306,0.6704545455,0.2749948914,1
240,0,0.6537151579,0.1258302035,0.6704545455,0.2793256047,1
241,0,0.6203222762,0.1240698216,0.6704545455,0.2759702824,1
242,0,0.5927083985,0.1205497449,0.6761363636,0.2820528342,1
243,0,0.3683809979,0.1214292487,0.6704545455,0.282991847,1
244,0,0.6290684271,0.1205497449,0.6704545455,0.2880569456,1
245,0,0.5959972174,0.117909172,0.6704545455,0.2728679024,1
246,0,0.6089602298,0.1196695539,0.6704545455,0.2841047931,1
247,0,0.6291571642,0.117909172,0.6647727273,0.287355528,1
248,0,0.677502248,0.118789363,0.6647727273,0.2953246315,1
249,0,0.6375335775,0.1196695539,0.6647727273,0.296712688,1
250,0,0.7247436641,0.1214292487,0.6647727273,0.3079370736,1
251,0,0.5220348407,0.1135089043,0.6704545455,0.3140588457,1
252,0,0.6581298289,0.1143884081,0.6647727273,0.296315938,1
253,0,0.5957753746,0.1117485224,0.6647727273,0.296832054,1
254,0,0.713326157,0.1126287133,0.65625,0.2949108293,1
255,0,0.6015987471,0.1117485224,0.65625,0.3033591022,1
256,0,0.6653951793,0.1108683314,0.65625,0.3048909662,1
257,0,0.5765453042,0.1117485224,0.65625,0.3079586732,1
258,0,0.5550302544,0.1091079495,0.65625,0.313613781,1
259,0,0.6438228198,0.1126287133,0.65625,0.3182031206,1
260,0,0.6244208212,0.1099881404,0.65625,0.3168559897,1
261,0,0.7101057389,0.1082277585,0.6505681818,0.3200544309,1
262,0,0.5766340413,0.1108683314,0.65625,0.3185850919,1
263,0,0.6059579574,0.1082277585,0.65625,0.3184930096,1
264,0,0.6641768932,0.1099881404,0.65625,0.2940366152,1
265,0,0.6567599498,0.1082277585,0.65625,0.2941406342,1
266,0,0.6225148225,0.1073482547,0.65625,0.2944953218,1
267,0,0.606002326,0.1064680637,0.65625,0.2792977526,1
268,0,0.6338325004,0.1073482547,0.6505681818,0.2721454538,1
269,0,0.6616571288,0.1055878727,0.6477272727,0.2797212178,1
270,0,0.622718178,0.1073482547,0.6477272727,0.2768740538,1
271,0,0.6457491537,0.1047076818,0.6505681818,0.2814872666,1
272,0,0.642634112,0.1108683314,0.6477272727,0.2915020765,1
273,0,0.5128117278,0.1029472999,0.6477272727,0.2949170818,1
274,0,0.6155138344,0.1020671089,0.6477272727,0.2980063884,1
275,0,0.6544158117,0.1011869179,0.6477272727,0.3000486843,1
276,0,0.7177556171,0.1003074141,0.6477272727,0.2993535193,1
277,0,0.6201337099,0.0994272231,0.6477272727,0.2986168603,1
278,0,0.5668988422,0.1011869179,0.6477272727,0.2966547102,1
279,0,0.655567545,0.0985470322,0.6477272727,0.2988447926,1
280,0,0.5684258591,0.1011869179,0.6477272727,0.2971384268,1
281,0,0.6605201846,0.0976668412,0.6477272727,0.2907068714,1
282,0,0.4931176367,0.0985470322,0.6477272727,0.3013264692,1
283,0,0.5969844177,0.0985470322,0.6477272727,0.3003209525,1
284,0,0.6402659405,0.0985470322,0.6477272727,0.3030601187,1
285,0,0.6362025209,0.0959064593,0.6420454545,0.3038979545,1
286,0,0.6624613088,0.0976668412,0.6420454545,0.3078609067,1
287,0,0.6270330198,0.0967866502,0.6420454545,0.2988027303,1
288,0,0.6193646553,0.0967866502,0.6420454545,0.3050262477,1
289,0,0.6417689252,0.0967866502,0.6420454545,0.3056077308,1
290,0,0.6424954602,0.0932665735,0.6420454545,0.3085975657,1
291,0,0.615090484,0.0941467645,0.6420454545,0.2954468396,1
292,0,0.5843504724,0.0923863825,0.6420454545,0.2952967795,1
293,0,0.6211486405,0.0915061916,0.6363636364,0.2963238957,1
294,0,0.6353743076,0.0932665735,0.6363636364,0.2802089133,1
295,0,0.7060811418,0.0932665735,0.6363636364,0.2877164682,1
296,0,0.6500935748,0.0906260006,0.6420454545,0.2930157515,1
297,0,0.6252527316,0.0923863825,0.6420454545,0.3004249715,1
298,0,0.6225037304,0.0923863825,0.6420454545,0.3046425712,1
299,0,0.6615462074,0.0888656187,0.6306818182,0.300852984,1
300,0,0.6246334209,0.0897458096,0.6306818182,0.3116703883,1
301,0,0.5667879208,0.0888656187,0.625,0.3191000711,1
302,0,0.5859643785,0.0897458096,0.6306818182,0.3292336786,1
303,0,0.5859884118,0.0871059239,0.6306818182,0.3253900924,1
304,0,0.6110270645,0.0871059239,0.6306818182,0.3277171616,1
305,0,0.6728657343,0.084465351,0.625,0.3292399311,1
306,0,0.6721040738,0.084465351,0.625,0.3285049774,1
307,0,0.6183645138,0.0871059239,0.625,0.328643101,1
308,0,0.5972136556,0.084465351,0.6306818182,0.3276921516,1
309,0,0.619745485,0.08358516,0.6306818182,0.3285572711,1
310,0,0.6515965595,0.08358516,0.6306818182,0.3144993632,1
311,0,0.6341430803,0.0818247781,0.6306818182,0.2970639651,1
312,0,0.6786558304,0.0827049691,0.6306818182,0.2968604745,1
313,0,0.5656750089,0.0818247781,0.6306818182,0.2951069306,1
314,0,0.6622209788,0.0818247781,0.6306818182,0.2966620995,1
315,0,0.644486499,0.0800650833,0.625,0.2942935364,1
316,0,0.6209545281,0.0809445871,0.625,0.2839604171,1
317,0,0.6112415121,0.0791848923,0.625,0.2837273691,1
318,0,0.5804534349,0.0774245104,0.625,0.2707869547,1
319,0,0.6363448697,0.0765443194,0.625,0.2735085001,1
320,0,0.6136004405,0.0774245104,0.625,0.2640069642,1
321,0,0.6513211051,0.0765443194,0.6193181818,0.2707903651,1
322,0,0.57998017,0.0774245104,0.6193181818,0.2680182312,1
323,0,0.7531136563,0.0765443194,0.6193181818,0.272467742,1
324,0,0.6464294723,0.0756641285,0.6193181818,0.2724444372,1
325,0,0.6386908569,0.0756641285,0.6193181818,0.2697928062,1
326,0,0.6791161541,0.0739044337,0.6193181818,0.2723273449,1
327,0,0.7680880427,0.0721440517,0.6193181818,0.2706397366,1
328,0,0.605126047,0.0721440517,0.6193181818,0.271392311,1
329,0,0.6189542462,0.0721440517,0.6193181818,0.270948383,1
330,0,0.6422958018,0.0703836698,0.6193181818,0.2719817518,1
331,0,0.6546191672,0.0721440517,0.6136363636,0.2749971651,1
332,0,0.576290185,0.0703836698,0.6193181818,0.2741621713,1
333,0,0.6748179506,0.0695034788,0.6193181818,0.2761231846,1
334,0,0.6620897222,0.0712638608,0.6193181818,0.2697211865,1
335,0,0.6273140202,0.0712638608,0.6193181818,0.2524318697,1
336,0,0.6620065311,0.0686232879,0.6136363636,0.2616713688,1
337,0,0.6385854816,0.0677430969,0.6193181818,0.2720908864,1
338,0,0.6451871528,0.0695034788,0.6136363636,0.2715054245,1
339,0,0.5983487507,0.0677430969,0.6136363636,0.2830776769,1
340,0,0.5800873944,0.0677430969,0.6136363636,0.2861971091,1
341,0,0.6308542613,0.0668635931,0.6136363636,0.29219781,1
342,0,0.6626276909,0.0677430969,0.6136363636,0.3018323538,1
343,0,0.6918665668,0.0668635931,0.6136363636,0.299405813,1
344,0,0.7393704972,0.0659834021,0.6051136364,0.2983678969,1
345,0,0.5957143679,0.0642230202,0.6051136364,0.2997428799,1
346,0,0.4385498634,0.0668635931,0.6051136364,0.2977989188,1
347,0,0.6067418022,0.0668635931,0.6051136364,0.2994325282,1
348,0,0.6771694839,0.0659834021,0.6136363636,0.2975135772,1
349,0,0.6061428267,0.0677430969,0.6136363636,0.2963193485,1
350,0,0.6173551293,0.0677430969,0.6051136364,0.3022939025,1
351,0,0.6287134787,0.0659834021,0.6051136364,0.2993069097,1
352,0,0.573474631,0.0668635931,0.6022727273,0.3008046691,1
353,0,0.7545112657,0.0668635931,0.6022727273,0.3037655151,1
354,0,0.6221802093,0.0651032112,0.6051136364,0.3160892051,1
355,0,0.5935162755,0.0642230202,0.6051136364,0.3154031346,1
356,0,0.5654771995,0.0633428292,0.6022727273,0.3145482465,1
357,0,0.6294769871,0.0642230202,0.6022727273,0.3218801628,1
358,0,0.6697710278,0.0615824473,0.6022727273,0.3229896984,1
359,0,0.6245705651,0.0615824473,0.6022727273,0.3253008521,1
360,0,0.5619776299,0.0633428292,0.5965909091,0.3202925946,1
361,0,0.6424899142,0.0642230202,0.5965909091,0.3193257297,1
362,0,0.5979901052,0.0607022563,0.5965909091,0.3109342978,1
363,0,0.6610248769,0.0607022563,0.6022727273,0.3091477862,1
364,0,0.4641837945,0.0615824473,0.6022727273,0.3094643904,1
365,0,0.6054144426,0.0598227525,0.6022727273,0.3063620105,1
366,0,0.6768958774,0.0615824473,0.6022727273,0.2940923194,1
367,0,0.5967699701,0.0607022563,0.6022727273,0.2912713022,1
368,0,0.6760380858,0.0633428292,0.6022727273,0.3021211059,1
369,0,0.6082170566,0.0633428292,0.6022727273,0.3024433942,1
370,0,0.5698456528,0.0624626383,0.6022727273,0.3054730177,1
371,0,0.6030296329,0.0607022563,0.6022727273,0.2922046309,1
372,0,0.6362136131,0.0624626383,0.6022727273,0.2916669153,1
373,0,0.6504817997,0.0695034788,0.6022727273,0.2946982441,1
374,0,0.6268499995,0.0598227525,0.6022727273,0.2941531392,1
375,0,0.6218936628,0.0580623706,0.5965909091,0.2896570188,1
376,0,0.6575622808,0.0589425615,0.6022727273,0.2692090494,1
377,0,0.6470709672,0.0598227525,0.5965909091,0.2687384062,1
378,0,0.6236277334,0.0598227525,0.5909090909,0.2701673881,1
379,0,0.6584847773,0.0589425615,0.5909090909,0.2742053704,1
380,0,0.7314654998,0.0571821796,0.5965909091,0.2800923893,1
381,0,0.6314476907,0.0571821796,0.5909090909,0.2879137063,1
382,0,0.6336550262,0.0589425615,0.5909090909,0.2671326489,1
383,0,0.5940745805,0.0571821796,0.5909090909,0.265537123,1
384,0,0.3630290412,0.0563019886,0.5965909091,0.268570157,1
385,0,0.6903913125,0.0563019886,0.5909090909,0.2789913798,1
386,0,0.5117376395,0.0554217977,0.5965909091,0.286908758,1
387,0,0.5666196897,0.0554217977,0.5965909091,0.2877164682,1
388,0,0.6425952895,0.0536621029,0.5909090909,0.281378132,1
389,0,0.6512064856,0.0545416067,0.5852272727,0.2875112723,1
390,0,0.435144577,0.0527819119,0.5852272727,0.2949540284,1
391,0,0.5691172698,0.0615824473,0.5909090909,0.2959214617,1
392,0,0.6235500884,0.0536621029,0.5852272727,0.2729770371,1
393,0,0.6803196511,0.0527819119,0.5852272727,0.2743531569,1
394,0,0.6579856311,0.0536621029,0.5852272727,0.2918596062,1
395,0,0.5863304191,0.0519017209,0.5852272727,0.292761104,1
396,0,0.6282087864,0.0527819119,0.5852272727,0.2963182116,1
397,0,0.5935292167,0.0536621029,0.5852272727,0.2996985439,1
398,0,0.6638034575,0.0519017209,0.5852272727,0.3061585198,1
399,0,0.6744130876,0.0545416067,0.5852272727,0.3073163703,1
400,0,0.6885611097,0.0545416067,0.5852272727,0.3111417673,1
401,0,0.4575488469,0.0519017209,0.5852272727,0.3104113609,1
402,0,0.5713578817,0.0519017209,0.5852272727,0.3123973843,1
403,0,0.6228457376,0.0536621029,0.5852272727,0.3063756523,1
404,0,0.6067011306,0.0519017209,0.5852272727,0.2982940036,1
405,0,0.6610082387,0.0536621029,0.5852272727,0.3000384529,1
406,0,0.6493319143,0.0545416067,0.5852272727,0.300798985,1
407,0,0.6411939831,0.0536621029,0.5795454545,0.2896280299,1
408,0,0.637415261,0.0536621029,0.5795454545,0.2913883946,1
409,0,0.7239413332,0.0536621029,0.5795454545,0.2927832719,1
410,0,0.6239715896,0.0519017209,0.5795454545,0.2904709814,1
411,0,0.5911721373,0.0527819119,0.5795454545,0.2926735689,1
