ID,empatica_bvp,empatica_eda,empatica_temp,samsung_bvp,time,CL
6.0,163.00750000000002,0.556197,32.81,1963053.75,1611470310.425,1
6.0,80.59636363636363,0.534421,32.81,1963447.6,1611470310.6,1
6.0,-9.47909090909091,0.661235,32.81,1967816.25,1611470310.775,1
6.0,38.875454545454545,,,1975358.0,1611470310.95,1
6.0,170.65636363636364,0.639459,32.81,1980544.8,1611470311.125,1
6.0,57.45916666666667,0.638178,32.83,1987460.25,1611470311.3,1
6.0,-13.80181818181818,,,2005286.75,1611470311.475,1
6.0,-335.14363636363635,0.639459,32.83,2043692.0,1611470311.65,1
6.0,-437.88545454545454,0.639459,32.83,2065151.0,1611470311.825,1
6.0,-1.3609090909090902,,,2072721.0,1611470312.0,1
6.0,47.35666666666666,0.64202,32.83,2083452.8,1611470312.175,1
6.0,97.03454545454547,0.638178,32.81,2094175.0,1611470312.35,1
6.0,84.03000000000002,0.635616,32.81,2106206.4,1611470312.525,1
6.0,8.474545454545456,,,2115538.25,1611470312.7,1
6.0,-12.985454545454546,0.639459,32.81,2121700.25,1611470312.875,1
6.0,-8.339166666666667,0.636897,32.81,2130625.8,1611470313.05,1
6.0,32.97454545454545,,,2143203.75,1611470313.225,1
6.0,46.368181818181824,0.635616,32.79,2152393.4,1611470313.4,1
6.0,-16.038181818181815,0.639459,32.79,2161015.0,1611470313.575,1
6.0,-46.24272727272727,,,2169728.0,1611470313.75,1
6.0,-20.774166666666666,0.634335,32.79,2176076.75,1611470313.925,1
6.0,-24.94,0.639459,32.79,2180535.5,1611470314.1,1
6.0,-23.820909090909094,0.64202,32.81,2190188.0,1611470314.275,1
6.0,11.863636363636363,,,2203005.25,1611470314.45,1
6.0,44.47636363636364,0.645863,32.81,2211518.4,1611470314.625,1
6.0,-2.7066666666666666,0.643301,32.81,2220504.25,1611470314.8,1
6.0,5.974545454545455,,,2228457.0,1611470314.975,1
6.0,-12.510909090909092,0.649706,32.81,2232952.4,1611470315.15,1
6.0,-20.937272727272727,0.644582,32.81,2235744.25,1611470315.325,1
6.0,4.886363636363637,,,2240724.5,1611470315.5,1
6.0,11.521666666666667,0.643301,32.81,2243200.2,1611470315.675,1
6.0,-5.1445454545454545,0.640739,32.81,2241661.0,1611470315.85,1
6.0,4.786363636363636,0.640739,32.81,2237036.0,1611470316.025,1
6.0,8.838181818181818,,,2235077.0,1611470316.2,1
6.0,-10.752727272727272,0.643301,32.79,2238355.5,1611470316.375,1
6.0,-7.745833333333333,0.639459,32.79,2251061.6,1611470316.55,1
6.0,3.2236363636363636,,,2261958.0,1611470316.725,1
6.0,5.765454545454546,0.639459,32.79,2264447.0,1611470316.9,1
6.0,-7.225454545454545,0.636897,32.79,2267587.4,1611470317.075,1
6.0,16.51,,,2275667.5,1611470317.25,1
6.0,-2.5,0.633054,32.81,2280844.6,1611470317.425,1
6.0,-20.900909090909092,0.633054,32.81,2284900.5,1611470317.6,1
6.0,8.063636363636363,0.634335,32.81,2290095.25,1611470317.775,1
6.0,7.79,,,2293428.2,1611470317.95,1
6.0,-13.734545454545453,0.630492,32.81,2293714.75,1611470318.125,1
6.0,2.0349999999999997,0.635616,32.81,2295930.75,1611470318.3,1
6.0,16.59,,,2283138.0,1611470318.475,1
6.0,4.052727272727273,0.631773,32.81,2280511.5,1611470318.65,1
6.0,-7.216363636363636,0.633054,32.81,2284451.6,1611470318.825,1
6.0,17.245454545454546,,,2294301.0,1611470319.0,1
6.0,6.664999999999999,0.633054,32.81,2294708.75,1611470319.175,1
6.0,-18.843636363636364,0.62793,32.79,2297286.4,1611470319.35,1
6.0,7.452727272727273,0.625368,32.79,2298267.5,1611470319.525,1
6.0,15.425454545454544,,,2293617.75,1611470319.7,1
6.0,2.303636363636364,0.625368,32.79,2292138.2,1611470319.875,1
6.0,-17.638333333333332,0.625368,32.79,2293859.5,1611470320.05,1
6.0,10.132727272727273,,,2290296.6,1611470320.225,1
6.0,8.01909090909091,0.622806,32.79,2285778.5,1611470320.4,1
6.0,-18.048181818181817,0.624087,32.79,2285472.75,1611470320.575,1
6.0,-14.22090909090909,,,2284959.0,1611470320.75,1
6.0,-13.125833333333333,0.621525,32.79,2270391.25,1611470320.925,1
6.0,-43.622727272727275,0.618963,32.79,2270700.5,1611470321.1,1
6.0,-30.30727272727273,0.615121,32.79,2276473.6,1611470321.275,1
6.0,100.93,,,2281366.75,1611470321.45,1
6.0,72.95181818181817,0.616401,32.79,2280718.8,1611470321.625,1
6.0,1.6050000000000004,0.61384,32.79,2283950.0,1611470321.8,1
6.0,-9.66,,,2287310.75,1611470321.975,1
6.0,19.02,0.61384,32.79,2283790.2,1611470322.15,1
6.0,-12.980909090909092,0.609997,32.79,2283472.5,1611470322.325,1
6.0,-25.134545454545457,,,2285105.5,1611470322.5,1
6.0,-10.914166666666667,0.606154,32.79,2283041.4,1611470322.675,1
6.0,5.909090909090909,0.604873,32.79,2278132.5,1611470322.85,1
6.0,-4.505454545454546,0.602311,32.79,2277808.4,1611470323.025,1
6.0,-30.433636363636364,,,2276928.5,1611470323.2,1
6.0,4.8536363636363635,0.60103,32.79,2267224.25,1611470323.375,1
6.0,15.556666666666667,0.597187,32.79,2258719.8,1611470323.55,1
6.0,-4.6036363636363635,,,2259468.75,1611470323.725,1
6.0,3.2509090909090905,0.597187,32.79,2266586.0,1611470323.9,1
6.0,13.809999999999997,0.599749,32.79,2265991.0,1611470324.075,1
